CustomerID,Churner,Scored Labels,Scored Probabilities
12808,FALSE,FALSE,0.089278534
13599,FALSE,FALSE,0.011753391
17512,FALSE,FALSE,0.059496919
18109,FALSE,FALSE,0.006247635
14944,FALSE,FALSE,0.064428064
17434,FALSE,FALSE,0.06419002
16735,TRUE,FALSE,0.359191026
17220,FALSE,FALSE,0.031162017
13317,FALSE,FALSE,0.200573872
15299,FALSE,TRUE,0.526123517
15312,TRUE,FALSE,0.259425693
17869,TRUE,TRUE,0.545907169
13265,FALSE,FALSE,0.13600668
12471,FALSE,FALSE,0.006334637
12910,FALSE,FALSE,0.051492015
14755,FALSE,FALSE,0.014918793
17346,FALSE,FALSE,0.015356594
15680,FALSE,FALSE,0.031350678
12775,FALSE,FALSE,0.036657874
13488,FALSE,FALSE,0.01673036
16003,FALSE,FALSE,0.072072062
17861,FALSE,FALSE,0.036092398
16187,FALSE,FALSE,0.051593559
17416,FALSE,FALSE,0.074207345
17965,FALSE,FALSE,0.045380091
14961,FALSE,FALSE,0.033869972
17870,FALSE,FALSE,0.016290742
16442,FALSE,FALSE,0.032683829
12500,FALSE,FALSE,0.035246861
17673,FALSE,FALSE,0.035001772
18210,FALSE,FALSE,0.036005893
12472,FALSE,FALSE,0.042911096
13985,FALSE,FALSE,0.015351609
12951,FALSE,FALSE,0.027876097
17001,FALSE,FALSE,0.00975486
16910,FALSE,FALSE,0.062963039
16996,FALSE,FALSE,0.076742537
15529,FALSE,FALSE,0.026604244
13050,FALSE,FALSE,0.014670557
14112,FALSE,FALSE,0.058187151
12877,FALSE,FALSE,0.008343757
17430,FALSE,FALSE,0.079138983
15854,FALSE,FALSE,0.014472713
13269,FALSE,FALSE,0.008296293
13145,FALSE,FALSE,0.078411236
17293,FALSE,FALSE,0.018861388
18065,FALSE,FALSE,0.031352733
13113,FALSE,FALSE,0.007978159
12626,FALSE,FALSE,0.036616918
14209,FALSE,FALSE,0.030666737
18055,FALSE,FALSE,0.026998887
16209,TRUE,FALSE,0.467679102
16837,FALSE,FALSE,0.088350042
15727,FALSE,FALSE,0.03276246
12766,FALSE,FALSE,0.018157937
15861,FALSE,FALSE,0.050602138
13077,FALSE,FALSE,0.023336418
17306,FALSE,FALSE,0.019684541
13593,TRUE,TRUE,0.515964604
14236,TRUE,FALSE,0.277667509
14866,FALSE,FALSE,0.025381825
17164,FALSE,FALSE,0.098986443
17428,FALSE,FALSE,0.006582005
12670,FALSE,FALSE,0.046906801
16440,FALSE,FALSE,0.047869378
17562,FALSE,FALSE,0.055266072
18116,FALSE,FALSE,0.235832164
13004,FALSE,FALSE,0.011413471
16686,FALSE,FALSE,0.082626634
15640,FALSE,FALSE,0.011895256
15114,FALSE,FALSE,0.044314974
14466,FALSE,FALSE,0.043920007
15150,FALSE,FALSE,0.043207943
14404,FALSE,FALSE,0.060110628
12931,FALSE,FALSE,0.04277245
14210,TRUE,FALSE,0.402872879
18037,TRUE,TRUE,0.834242744
13695,FALSE,FALSE,0.03803032
14107,FALSE,FALSE,0.089203947
15208,FALSE,FALSE,0.023279153
17905,TRUE,FALSE,0.279976264
15356,FALSE,FALSE,0.034371917
16191,FALSE,FALSE,0.016561956
17451,FALSE,FALSE,0.048356241
12520,TRUE,FALSE,0.316513145
16411,FALSE,FALSE,0.045121705
17716,FALSE,FALSE,0.061280433
17158,FALSE,FALSE,0.093270859
14282,FALSE,FALSE,0.012170268
16656,FALSE,FALSE,0.021075702
13782,FALSE,FALSE,0.036063599
13784,FALSE,FALSE,0.018539282
16062,FALSE,FALSE,0.045033137
17504,TRUE,TRUE,0.973153385
12957,FALSE,FALSE,0.026859207
17719,FALSE,FALSE,0.069646757
17490,FALSE,FALSE,0.049077979
14150,FALSE,FALSE,0.074352686
17888,FALSE,FALSE,0.040716363
15874,FALSE,FALSE,0.166067598
13329,FALSE,FALSE,0.062573726
16539,FALSE,FALSE,0.037390925
16081,FALSE,FALSE,0.149260312
16085,FALSE,FALSE,0.05167737
14189,FALSE,FALSE,0.006881529
16743,FALSE,FALSE,0.062175958
13323,FALSE,FALSE,0.064519875
13267,FALSE,FALSE,0.010275802
16966,FALSE,FALSE,0.036059586
16600,FALSE,FALSE,0.028670135
16210,FALSE,FALSE,0.019813864
12477,FALSE,FALSE,0.048394209
14883,FALSE,FALSE,0.057816096
15544,FALSE,FALSE,0.024787735
17937,FALSE,FALSE,0.034352045
13014,FALSE,FALSE,0.035033634
12678,FALSE,FALSE,0.056099581
18225,FALSE,FALSE,0.01382066
16170,FALSE,FALSE,0.161996968
15860,FALSE,FALSE,0.075752459
13694,FALSE,FALSE,0.00588101
14708,FALSE,FALSE,0.032864868
13999,FALSE,FALSE,0.013317672
13139,FALSE,FALSE,0.044891006
17757,FALSE,FALSE,0.006633131
13426,FALSE,FALSE,0.011188516
16033,FALSE,FALSE,0.006609561
16241,FALSE,FALSE,0.013151673
13755,FALSE,FALSE,0.070833389
15587,FALSE,FALSE,0.135009245
16422,FALSE,FALSE,0.013051762
15796,FALSE,FALSE,0.020864863
12684,FALSE,FALSE,0.035636782
17758,FALSE,FALSE,0.052205275
14963,FALSE,FALSE,0.06177518
17007,FALSE,FALSE,0.154712694
16293,FALSE,FALSE,0.045958224
13394,FALSE,FALSE,0.016104566
16258,FALSE,FALSE,0.142004239
17812,FALSE,FALSE,0.048609554
15827,TRUE,FALSE,0.102143602
14401,FALSE,FALSE,0.01486571
13911,FALSE,FALSE,0.125858008
13756,FALSE,FALSE,0.010396776
13030,FALSE,FALSE,0.029316048
13685,FALSE,FALSE,0.084950591
12683,FALSE,FALSE,0.012328331
14367,FALSE,FALSE,0.017562267
16670,FALSE,FALSE,0.029222484
14711,FALSE,FALSE,0.028432443
12464,FALSE,FALSE,0.037715312
14456,FALSE,FALSE,0.041768501
16794,FALSE,FALSE,0.026423963
15260,TRUE,FALSE,0.347352545
13255,FALSE,FALSE,0.028269443
15379,TRUE,TRUE,0.878836128
17613,FALSE,FALSE,0.031950469
16019,FALSE,FALSE,0.08215006
16566,FALSE,FALSE,0.050039818
13173,FALSE,FALSE,0.022951526
15498,FALSE,FALSE,0.009351328
15129,FALSE,FALSE,0.103634136
16672,FALSE,FALSE,0.018415926
18061,FALSE,FALSE,0.026697927
13211,FALSE,FALSE,0.03299489
17950,TRUE,FALSE,0.273389544
16186,FALSE,FALSE,0.029337122
15632,FALSE,FALSE,0.036904195
18257,FALSE,FALSE,0.121213705
13995,FALSE,FALSE,0.046456341
15974,FALSE,FALSE,0.074735463
12494,FALSE,FALSE,0.029999258
13941,FALSE,FALSE,0.05205555
16221,FALSE,FALSE,0.091766491
15144,FALSE,FALSE,0.017725101
15752,FALSE,FALSE,0.062795365
17572,TRUE,FALSE,0.31088042
13118,FALSE,FALSE,0.046569097
13481,FALSE,FALSE,0.140066451
14541,FALSE,FALSE,0.130482116
18122,FALSE,FALSE,0.054563272
17228,FALSE,FALSE,0.038941525
17961,FALSE,FALSE,0.018736253
13534,FALSE,FALSE,0.006641497
17663,FALSE,FALSE,0.06805158
16633,FALSE,FALSE,0.051226835
13743,FALSE,FALSE,0.027012223
16655,FALSE,FALSE,0.046777067
14903,FALSE,FALSE,0.054169337
16013,FALSE,FALSE,0.008097463
12723,FALSE,FALSE,0.062638216
16767,FALSE,FALSE,0.048641672
16729,FALSE,FALSE,0.068446115
12955,FALSE,FALSE,0.016667861
14409,TRUE,FALSE,0.186707066
12823,TRUE,FALSE,0.451283057
12417,FALSE,FALSE,0.014973606
16814,FALSE,FALSE,0.011937175
16107,FALSE,FALSE,0.060862471
13875,FALSE,FALSE,0.143241221
12727,FALSE,FALSE,0.029013872
17705,FALSE,FALSE,0.022043213
16145,FALSE,FALSE,0.014450713
14978,TRUE,FALSE,0.235976878
14309,FALSE,FALSE,0.023997576
12553,FALSE,FALSE,0.015127907
17676,FALSE,FALSE,0.032360088
14868,FALSE,FALSE,0.029711205
16919,TRUE,TRUE,0.819771398
14129,FALSE,FALSE,0.032611082
15939,TRUE,FALSE,0.216534076
15981,FALSE,FALSE,0.040599709
13924,FALSE,FALSE,0.053935371
16553,TRUE,TRUE,0.849147346
13124,TRUE,FALSE,0.364732352
15194,FALSE,FALSE,0.011978505
14834,FALSE,FALSE,0.05248034
15502,FALSE,FALSE,0.039572029
13704,FALSE,FALSE,0.056793367
12562,FALSE,FALSE,0.02717539
17819,TRUE,FALSE,0.212494461
12721,FALSE,FALSE,0.052140264
14443,FALSE,FALSE,0.135078781
17025,FALSE,FALSE,0.198713083
18229,FALSE,FALSE,0.012440513
16086,FALSE,FALSE,0.168346872
18102,FALSE,FALSE,0.010930285
16985,FALSE,FALSE,0.038303345
14730,FALSE,FALSE,0.026036911
13846,FALSE,FALSE,0.061142899
15473,FALSE,FALSE,0.170598572
17400,TRUE,TRUE,0.701375657
